pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_massj,pl_massjerr1,pl_massjerr2,pl_masslim,pl_massn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinilim,pl_msinin,pl_radj,pl_radjerr1,pl_radjerr2,pl_radlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_teffn,st_mass,st_masserr,st_masslim,st_massblend,st_massn,st_rad,st_raderr,st_radlim,st_radblend,st_radn,hd_name,hip_name
HD 10180,d,Radial Velocity,6,16.35790000,0.00380000,-0.00380000,0,1,0.128600,0.002000,-0.002000,0,1,0.088000,0.041000,-0.041000,0,1,,,,,0,,,,,0,0.03697,0.00205,-0.00205,0,1,,,,,0,,,,,0,0,0,01h37m53.58s,-60d30m41.5s,24.473234,0.000001,-60.511528,0.000001,2,39.39,0.94,-0.99,0,1,7.321,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 10180,HIP 7599
HD 10180,e,Radial Velocity,6,49.74500000,0.02200000,-0.02200000,0,1,0.269900,0.004200,-0.004200,0,1,0.026000,0.036000,-0.036000,0,1,,,,,0,,,,,0,0.07898,0.00378,-0.00378,0,1,,,,,0,,,,,0,0,0,01h37m53.58s,-60d30m41.5s,24.473234,0.000001,-60.511528,0.000001,2,39.39,0.94,-0.99,0,1,7.321,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 10180,HIP 7599
HD 10180,f,Radial Velocity,6,122.76000000,0.17000000,-0.17000000,0,1,0.492900,0.007800,-0.007800,0,1,0.135000,0.046000,-0.046000,0,1,,,,,0,,,,,0,0.07520,0.00441,-0.00441,0,1,,,,,0,,,,,0,0,0,01h37m53.58s,-60d30m41.5s,24.473234,0.000001,-60.511528,0.000001,2,39.39,0.94,-0.99,0,1,7.321,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 10180,HIP 7599
HD 10180,g,Radial Velocity,6,601.20000000,8.10000000,-8.10000000,0,1,1.422000,0.026000,-0.026000,0,1,0.190000,0.140000,-0.140000,0,1,,,,,0,,,,,0,0.06733,0.01070,-0.01070,0,1,,,,,0,,,,,0,0,0,01h37m53.58s,-60d30m41.5s,24.473234,0.000001,-60.511528,0.000001,2,39.39,0.94,-0.99,0,1,7.321,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 10180,HIP 7599
HD 10180,h,Radial Velocity,6,2222.00000000,91.00000000,-91.00000000,0,1,3.400000,0.110000,-0.110000,0,1,0.080000,0.070000,-0.070000,0,1,,,,,0,,,,,0,0.20263,0.01447,-0.01447,0,1,,,,,0,,,,,0,0,0,01h37m53.58s,-60d30m41.5s,24.473234,0.000001,-60.511528,0.000001,2,39.39,0.94,-0.99,0,1,7.321,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 10180,HIP 7599
HD 10647,b,Radial Velocity,1,989.20000000,8.10000000,-8.10000000,0,1,2.015000,0.011000,-0.011000,0,1,0.150000,0.080000,-0.080000,0,1,,,,,0,,,,,0,0.94000,0.08000,-0.08000,0,1,,,,,0,,,,,0,0,0,01h42m29.32s,-53d44m27.0s,25.622149,0.000001,-53.740833,0.000001,2,17.43,0.08,-0.08,0,2,5.519,0.009,0,0,6218.00,20.00,0,0,1,1.11,0.02,0,0,1,1.10,0.02,0,0,1,HD 10647,HIP 7978
HD 10697,b,Radial Velocity,1,1075.20000000,1.50000000,-1.50000000,0,1,2.131000,0.018000,-0.018000,0,1,0.099000,0.007000,-0.007000,0,1,,,,,0,,,,,0,6.21000,0.15000,-0.15000,0,1,,,,,0,,,,,0,0,0,01h44m55.82s,+20d04m59.3s,26.232603,0.000002,20.083149,0.000002,2,32.56,0.84,-0.88,0,2,6.279,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 10697,HIP 8159
HD 11506,b,Radial Velocity,2,1270.20000000,193.50000000,-94.90000000,0,1,2.430000,0.240000,-0.120000,0,1,0.220000,0.250000,-0.120000,0,1,,,,,0,,,,,0,3.44000,0.90000,-0.47000,0,1,,,,,0,,,,,0,0,0,01h52m50.53s,-19d30m25.1s,28.210558,0.000002,-19.506975,0.000001,2,53.82,2.67,-2.96,0,1,7.513,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 11506,HIP 8770
HD 11506,c,Radial Velocity,2,170.45500000,3.28500000,-6.20500000,0,1,0.639000,0.007000,-0.017000,0,1,0.420000,0.200000,-0.420000,0,1,,,,,0,,,,,0,0.82000,0.31000,-0.50000,0,1,,,,,0,,,,,0,0,0,01h52m50.53s,-19d30m25.1s,28.210558,0.000002,-19.506975,0.000001,2,53.82,2.67,-2.96,0,1,7.513,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 11506,HIP 8770
HD 11977,b,Radial Velocity,1,711.00000000,8.00000000,-8.00000000,0,1,1.930000,,,0,1,0.400000,0.070000,-0.070000,0,1,,,,,0,,,,,0,6.54000,,,0,1,,,,,0,,,,,0,0,0,01h54m56.13s,-67d38m50.3s,28.733881,0.000001,-67.647301,0.000001,2,66.49,2.02,-2.14,0,1,4.690,,0,0,,,,,0,,,,,0,,,,,0,HD 11977,HIP 8928
HD 11964,b,Radial Velocity,2,1945.00000000,26.00000000,-26.00000000,0,1,3.160000,0.190000,-0.190000,0,1,0.041000,0.047000,-0.047000,0,1,,,,,0,,,,,0,0.62200,0.05600,-0.05600,0,1,,,,,0,,,,,0,0,0,01h57m09.61s,-10d14m32.7s,29.290026,0.000002,-10.242428,0.000002,2,33.98,1.02,-1.08,0,1,6.410,,0,0,,,,,0,,,,,0,,,,,0,HD 11964,HIP 9094
HD 11964,c,Radial Velocity,2,37.91000000,0.04100000,-0.04100000,0,1,0.229000,0.013000,-0.013000,0,1,0.300000,0.170000,-0.170000,0,1,,,,,0,,,,,0,0.07880,0.00970,-0.00970,0,1,,,,,0,,,,,0,0,0,01h57m09.61s,-10d14m32.7s,29.290026,0.000002,-10.242428,0.000002,2,33.98,1.02,-1.08,0,1,6.410,,0,0,,,,,0,,,,,0,,,,,0,HD 11964,HIP 9094
HD 215497,c,Radial Velocity,2,567.00000000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.33000,,,0,1,,,,,0,,,,,0,0,0,22h46m36.75s,-56d35m58.3s,341.653137,0.000002,-56.599533,0.000002,2,43.53,2.25,-2.51,0,1,8.950,0.016,0,0,,,,,0,,,,,0,,,,,0,HD 215497,HIP 112441
HD 216435,b,Radial Velocity,1,1311.00000000,49.00000000,-49.00000000,0,1,2.560000,0.170000,-0.170000,0,1,0.070000,0.078000,-0.078000,0,1,,,,,0,,,,,0,1.26000,0.13000,-0.13000,0,1,,,,,0,,,,,0,0,0,22h53m37.93s,-48d35m53.8s,343.408051,0.000001,-48.598286,0.000001,2,33.29,0.79,-0.83,0,2,6.040,,0,0,,,,,0,,,,,0,,,,,0,HD 216435,HIP 113044
HD 216437,b,Radial Velocity,1,1294.00000000,,,0,1,2.700000,,,0,1,0.340000,,,0,1,,,,,0,,,,,0,2.10000,,,0,1,,,,,0,,,,,0,0,0,22h54m39.48s,-70d04m25.3s,343.664520,0.000001,-70.073708,0.000001,2,26.52,0.40,-0.41,0,1,6.050,,0,0,,,,,0,,,,,0,,,,,0,HD 216437,HIP 113137
HD 216770,b,Radial Velocity,1,118.45000000,0.55000000,-0.55000000,0,1,0.460000,,,0,1,0.370000,0.060000,-0.060000,0,1,,,,,0,,,,,0,0.65000,,,0,1,,,,,0,,,,,0,0,0,22h55m53.71s,-26d39m31.5s,343.973785,0.000003,-26.658764,0.000002,2,37.89,1.46,-1.59,0,2,8.094,0.013,0,0,,,,,0,,,,,0,,,,,0,HD 216770,HIP 113238
HD 217107,b,Radial Velocity,2,7.12681600,0.00003900,-0.00003900,0,1,0.074800,0.004300,-0.004300,0,1,0.126700,0.005200,-0.005200,0,1,,,,,0,,,,,0,1.39000,0.11000,-0.11000,0,1,,,,,0,,,,,0,0,0,22h58m15.54s,-02d23m43.4s,344.564758,0.000002,-2.395385,0.000001,2,19.72,0.29,-0.30,0,1,6.160,,0,1,,,,,0,,,,,0,,,,,0,HD 217107,HIP 113421
HD 217107,c,Radial Velocity,2,4270.00000000,220.00000000,-220.00000000,0,1,5.320000,0.380000,-0.380000,0,1,0.517000,0.033000,-0.033000,0,1,,,,,0,,,,,0,2.60000,0.15000,-0.15000,0,1,,,,,0,,,,,0,0,0,22h58m15.54s,-02d23m43.4s,344.564758,0.000002,-2.395385,0.000001,2,19.72,0.29,-0.30,0,1,6.160,,0,1,,,,,0,,,,,0,,,,,0,HD 217107,HIP 113421
HD 217786,b,Radial Velocity,1,1319.00000000,4.00000000,-4.00000000,0,1,2.380000,0.040000,-0.040000,0,1,0.400000,0.050000,-0.050000,0,1,,,,,0,,,,,0,13.00000,0.80000,-0.80000,0,1,,,,,0,,,,,0,0,0,23h03m08.20s,-00d25m46.6s,345.784180,0.000003,-0.429622,0.000002,2,54.92,2.78,-3.09,0,1,7.779,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 217786,HIP 113834
HD 218566,b,Radial Velocity,1,225.70000000,0.40000000,-0.40000000,0,1,0.687300,0.000800,-0.000800,0,1,0.300000,0.100000,-0.100000,0,1,,,,,0,,,,,0,0.21000,0.02000,-0.02000,0,1,,,,,0,,,,,0,0,0,23h09m10.73s,-02d15m38.7s,347.294708,0.000004,-2.260742,0.000003,3,29.94,1.03,-1.11,0,2,8.628,0.017,0,0,,,,,0,,,,,0,,,,,0,HD 218566,HIP 114322
HD 219077,b,Radial Velocity,1,5501.00000000,130.00000000,-119.00000000,0,1,6.220000,0.090000,-0.090000,0,1,0.770000,0.003000,-0.003000,0,1,,,,,0,,,,,0,10.39000,0.09000,-0.09000,0,1,,,,,0,,,,,0,0,0,23h14m06.58s,-62d42m00.0s,348.527435,0.000001,-62.700005,0.000001,3,,,,,2,6.120,,0,0,5362.00,18.00,0,0,1,1.05,0.02,0,0,1,1.91,0.03,0,0,1,HD 219077,HIP 114699
HD 219415,b,Radial Velocity,1,2093.30000000,32.70000000,-32.70000000,0,1,3.200000,,,0,1,0.400000,0.090000,-0.090000,0,1,,,,,0,1.00000,,,0,1,,,,,0,,,,,0,,,,,0,0,0,23h14m53.83s,+56d43m49.2s,348.724274,0.000017,56.730328,0.000017,1,,,,,0,,,,,4820.00,20.00,0,,1,1.00,0.10,0,,1,2.90,0.40,0,,1,HD 219415,
HD 219828,b,Radial Velocity,1,3.83350000,0.00130000,-0.00130000,0,1,0.052000,,,0,1,0.000000,,,0,1,,,,,0,,,,,0,0.06600,,,0,1,,,,,0,,,,,0,0,0,23h18m46.74s,+18d38m44.6s,349.694733,0.000003,18.645720,0.000002,2,81.10,6.14,-7.24,0,1,8.008,0.015,0,0,,,,,0,,,,,0,,,,,0,HD 219828,HIP 115100
HD 220074,b,Radial Velocity,1,672.10000000,3.70000000,-3.70000000,0,1,1.600000,0.100000,-0.100000,0,1,0.140000,0.050000,-0.050000,0,1,,,,,0,,,,,0,11.10000,1.80000,-1.80000,0,1,,,,,0,,,,,0,0,0,23h20m14.38s,+61d58m12.5s,350.059906,0.000001,61.970127,0.000001,2,290.20,45.50,-45.50,0,2,,,,,3935.00,110.00,0,0,1,1.20,0.30,0,0,1,49.70,9.50,0,0,1,HD 220074,HIP 115218
HD 220689,b,Radial Velocity,1,2209.00000000,103.00000000,-81.00000000,0,1,3.360000,0.090000,-0.090000,0,1,0.160000,0.100000,-0.070000,0,1,,,,,0,,,,,0,1.06000,0.09000,-0.09000,0,1,,,,,0,,,,,0,0,0,23h25m52.99s,-20d36m57.7s,351.470795,0.000002,-20.616030,0.000002,2,44.60,1.40,-1.40,0,2,7.758,0.012,0,0,5921.00,26.00,0,0,1,1.04,0.03,0,0,1,1.07,0.04,0,0,1,HD 220689,HIP 115662
HD 220773,b,Radial Velocity,1,3724.70000000,463.00000000,-463.00000000,0,1,4.940000,0.200000,-0.200000,0,1,0.510000,0.100000,-0.100000,0,1,,,,,0,,,,,0,1.45000,0.30000,-0.30000,0,1,,,,,0,,,,,0,0,0,23h26m27.44s,+08d38m37.8s,351.614349,0.000002,8.643845,0.000002,2,48.43,2.32,-2.57,0,1,7.096,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 220773,HIP 115697
HD 221287,b,Radial Velocity,1,456.10000000,7.70000000,-5.80000000,0,1,1.250000,0.040000,-0.040000,0,1,0.080000,0.170000,-0.050000,0,1,,,,,0,,,,,0,3.09000,0.79000,-0.79000,0,1,,,,,0,,,,,0,0,0,23h31m20.34s,-58d12m35.0s,352.834747,0.000001,-58.209732,0.000002,2,52.88,2.20,-2.40,0,1,7.807,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 221287,HIP 116084
HD 222155,b,Radial Velocity,1,3999.00000000,469.00000000,-541.00000000,0,1,5.100000,0.600000,-0.700000,0,1,0.160000,0.270000,-0.220000,0,1,,,,,0,,,,,0,1.90000,0.67000,-0.53000,0,1,,,,,0,,,,,0,0,0,23h38m00.31s,+48d59m47.5s,354.501282,0.000001,48.996521,0.000002,2,49.10,1.50,-1.50,0,2,7.114,0.010,0,0,5765.00,22.00,0,0,1,1.13,0.11,0,0,1,1.67,0.07,0,0,1,HD 222155,HIP 116616
HD 222582,b,Radial Velocity,1,572.38000000,0.61000000,-0.61000000,0,1,1.350000,0.080000,-0.080000,0,1,0.725000,0.012000,-0.012000,0,1,,,,,0,,,,,0,7.75000,0.65000,-0.65000,0,1,,,,,0,,,,,0,0,0,23h41m51.53s,-05d59m08.7s,355.464722,0.000003,-5.985757,0.000002,2,41.95,1.87,-2.05,0,1,7.691,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 222582,HIP 116906
HD 224693,b,Radial Velocity,1,26.73000000,0.02000000,-0.02000000,0,1,0.233000,,,0,1,0.050000,0.030000,-0.030000,0,1,,,,,0,,,,,0,0.71000,,,0,1,,,,,0,,,,,0,0,0,23h59m53.83s,-22d25m41.2s,359.974304,0.000003,-22.428114,0.000001,2,94.07,9.33,-11.64,0,1,8.216,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 224693,HIP 118319
HD 231701,b,Radial Velocity,1,141.60000000,2.80000000,-2.80000000,0,1,0.530000,,,0,1,0.100000,0.080000,-0.080000,0,1,,,,,0,,,,,0,1.08000,,,0,1,,,,,0,,,,,0,0,0,19h32m04.16s,+16d28m27.4s,293.017334,0.000002,16.474291,0.000002,2,108.46,11.94,-15.30,0,1,8.970,0.015,0,0,,,,,0,,,,,0,,,,,0,HD 231701,HIP 96078
HD 233604,b,Radial Velocity,1,192.00000000,0.22000000,-0.22000000,0,1,0.747000,,,0,1,0.050000,0.030000,-0.030000,0,1,,,,,0,,,,,0,6.57500,,,0,1,,,,,0,,,,,0,0,0,09h09m48.81s,+53d34m05.6s,137.453384,0.000019,53.568230,0.000017,1,,,,,0,,,,,4791.00,45.00,0,0,1,1.50,0.30,0,0,1,10.90,0.60,0,0,1,HD 233604,
HD 240210,b,Radial Velocity,1,501.75000000,2.33000000,-2.33000000,0,1,1.330000,,,0,1,0.150000,0.020000,-0.020000,0,1,,,,,0,,,,,0,6.90000,,,0,1,,,,,0,,,,,0,0,0,23h10m29.23s,+57d01m46.0s,347.621792,,57.029456,,1,,,,,0,,,,,,,,,0,,,,,0,,,,,0,HD 240210,
HD 240237,b,Radial Velocity,1,745.70000000,,,,1,1.900000,,,,1,0.400000,,,,1,,,,,0,,,,,0,5.30000,,,0,1,,,,,0,,,,,0,0,0,23h15m42.22s,+58d02m35.7s,348.925934,0.000002,58.043240,0.000002,2,307.69,,,-1,1,,,,,,,,,0,,,,,0,,,,,0,HD 240237,HIP 114840
HD 12661,b,Radial Velocity,2,262.70900000,0.08300000,-0.08300000,0,1,0.831000,0.048000,-0.048000,0,1,0.376800,0.007700,-0.007700,0,1,,,,,0,,,,,0,2.30000,0.19000,-0.19000,0,1,,,,,0,,,,,0,0,0,02h04m34.29s,+25d24m51.5s,31.142866,0.000002,25.414305,0.000002,2,37.16,1.11,-1.18,0,1,7.425,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 12661,HIP 9683
HD 12661,c,Radial Velocity,2,1708.00000000,14.00000000,-14.00000000,0,1,2.900000,0.170000,-0.170000,0,1,0.031000,0.022000,-0.022000,0,1,,,,,0,,,,,0,1.92000,0.16000,-0.16000,0,1,,,,,0,,,,,0,0,0,02h04m34.29s,+25d24m51.5s,31.142866,0.000002,25.414305,0.000002,2,37.16,1.11,-1.18,0,1,7.425,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 12661,HIP 9683
HD 13189,b,Radial Velocity,1,471.60000000,6.00000000,-6.00000000,0,1,1.850000,0.350000,-0.350000,0,1,0.270000,0.060000,-0.060000,0,1,,,,,0,,,,,0,14.00000,6.00000,-6.00000,0,1,,,,,0,,,,,0,0,0,02h09m40.17s,+32d18m59.2s,32.417381,0.000003,32.316437,0.000002,2,300.30,,,-1,1,7.556,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 13189,HIP 10085
HD 13808,b,Radial Velocity,2,14.18200000,,,,1,0.101700,,,,1,0.170000,,,,1,,,,,0,,,,,0,0.03250,,,0,1,,,,,0,,,,,0,0,0,02h12m42.93s,-53d44m38.0s,33.178856,0.000002,-53.743893,0.000002,2,28.60,0.63,-0.66,0,1,8.381,0.014,0,0,,,,,0,,,,,0,,,,,0,HD 13808,HIP 10301
HD 13808,c,Radial Velocity,2,53.83200000,,,,1,0.247600,,,,1,0.430000,,,,1,,,,,0,,,,,0,0.03600,,,0,1,,,,,0,,,,,0,0,0,02h12m42.93s,-53d44m38.0s,33.178856,0.000002,-53.743893,0.000002,2,28.60,0.63,-0.66,0,1,8.381,0.014,0,0,,,,,0,,,,,0,,,,,0,HD 13808,HIP 10301
HD 13931,b,Radial Velocity,1,4218.00000000,388.00000000,-388.00000000,0,1,5.150000,0.290000,-0.290000,0,1,0.020000,0.050000,-0.050000,0,1,,,,,0,,,,,0,1.88000,0.15000,-0.15000,0,1,,,,,0,,,,,0,0,0,02h16m47.38s,+43d46m22.8s,34.197414,0.000002,43.772995,0.000002,2,45.52,1.91,-2.08,0,1,7.597,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 13931,HIP 10626
HD 16141,b,Radial Velocity,1,75.52300000,0.05500000,-0.05500000,0,1,0.363000,0.021000,-0.021000,0,1,0.252000,0.052000,-0.052000,0,1,,,,,0,,,,,0,0.26000,0.02800,-0.02800,0,1,,,,,0,,,,,0,0,0,02h35m19.93s,-03d33m38.2s,38.833035,0.000003,-3.560602,0.000002,2,35.91,1.71,-1.89,0,2,6.818,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 16141,HIP 12048
HD 16417,b,Radial Velocity,1,17.24000000,0.01000000,-0.01000000,0,1,0.140000,0.010000,-0.010000,0,1,0.200000,0.090000,-0.090000,0,1,,,,,0,,,,,0,0.06960,0.00630,-0.00630,0,1,,,,,0,,,,,0,0,0,02h36m58.61s,-34d34m40.7s,39.244198,0.000001,-34.577976,0.000001,2,25.54,0.41,-0.42,0,2,5.790,,0,0,,,,,0,,,,,0,,,,,0,HD 16417,HIP 12186
HD 16175,b,Radial Velocity,1,990.00000000,20.00000000,-20.00000000,0,1,2.100000,0.080000,-0.080000,0,1,0.590000,0.110000,-0.110000,0,1,,,,,0,,,,,0,4.40000,0.34000,-0.34000,0,1,,,,,0,,,,,0,0,0,02h37m01.91s,+42d03m45.5s,39.257961,0.000002,42.062634,0.000002,2,59.84,3.28,-3.69,0,1,7.282,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 16175,HIP 12191
HD 16760,b,Radial Velocity,1,465.10000000,2.30000000,-2.30000000,0,1,1.130000,0.030000,-0.030000,0,1,0.067000,0.100000,-0.100000,0,1,,,,,0,,,,,0,14.30000,0.90000,-0.90000,0,1,,,,,0,,,,,0,0,0,02h42m21.31s,+38d37m07.2s,40.588810,0.000002,38.618668,0.000002,2,50.18,6.20,-8.24,0,1,8.765,0.015,0,0,,,,,0,,,,,0,,,,,0,HD 16760,HIP 12638
HD 17092,b,Radial Velocity,1,359.90000000,2.40000000,-2.40000000,0,1,1.290000,0.050000,-0.050000,0,1,0.166000,0.052000,-0.052000,0,1,,,,,0,,,,,0,4.60000,0.30000,-0.30000,0,1,,,,,0,,,,,0,0,0,02h46m22.12s,+49d39m11.1s,41.592153,0.000001,49.653075,0.000002,2,,,,,0,7.732,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 17092,
HD 17156,b,Radial Velocity,1,21.21663000,0.00045000,-0.00045000,0,1,0.161400,0.002200,-0.002200,0,1,0.681900,0.004400,-0.004400,0,1,86.890,0.110,-0.110,0,1,3.19100,0.03300,-0.03300,0,1,,,,,0,1.087,0.007,-0.007,0,1,3.78000,0.06000,-0.06000,0,1,0,0,02h49m44.49s,+71d45m11.6s,42.435364,0.000002,71.753235,0.000002,2,75.00,,,0,2,8.162,0.012,0,0,6100.00,75.00,0,,1,1.27,0.02,0,,1,1.50,0.01,0,,1,HD 17156,HIP 13192
HD 18742,b,Radial Velocity,1,772.00000000,,,,1,1.920000,,,,1,0.230000,,,,1,,,,,0,,,,,0,2.70000,,,0,1,,,,,0,,,,,0,0,0,03h00m10.66s,-20d48m09.4s,45.044407,0.000002,-20.802603,0.000002,2,127.88,15.27,-20.05,0,1,7.814,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 18742,HIP 13993
HD 19994,b,Radial Velocity,1,466.20000000,1.70000000,-1.70000000,0,1,1.305000,0.016000,-0.016000,0,1,0.063000,0.062000,-0.062000,0,1,,,,,0,,,,,0,1.37000,0.12000,-0.12000,0,1,,,,,0,,,,,0,0,0,03h12m46.44s,-01d11m46.0s,48.193485,0.000002,-1.196101,0.000001,2,22.38,0.37,-0.38,0,1,5.060,,0,1,,,,,0,,,,,0,,,,,0,HD 19994,HIP 14954
HD 20003,b,Radial Velocity,2,11.84900000,,,,1,0.097400,,,,1,0.400000,,,,1,,,,,0,,,,,0,0.03780,,,0,1,,,,,0,,,,,0,0,0,03h07m37.92s,-72d19m18.8s,46.907997,0.000002,-72.321892,0.000002,2,43.08,1.37,-1.46,0,1,8.367,0.013,0,0,,,,,0,,,,,0,,,,,0,HD 20003,HIP 14530
HD 20003,c,Radial Velocity,2,33.82300000,,,,1,0.196100,,,,1,0.160000,,,,1,,,,,0,,,,,0,0.04220,,,0,1,,,,,0,,,,,0,0,0,03h07m37.92s,-72d19m18.8s,46.907997,0.000002,-72.321892,0.000002,2,43.08,1.37,-1.46,0,1,8.367,0.013,0,0,,,,,0,,,,,0,,,,,0,HD 20003,HIP 14530
HD 20367,b,Radial Velocity,1,500.00000000,6.00000000,-6.00000000,0,1,1.250000,,,0,1,0.230000,0.100000,-0.100000,0,1,,,,,0,,,,,0,1.07000,,,0,1,,,,,0,,,,,0,0,0,03h17m40.05s,+31d07m37.4s,49.416859,0.000002,31.127048,0.000002,2,27.13,0.77,-0.82,0,1,6.399,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 20367,HIP 15323
HD 20794,b,Radial Velocity,3,18.31500000,0.00800000,-0.00800000,0,1,0.120700,0.002000,-0.002000,0,1,0.000000,,,0,1,,,,,0,,,,,0,0.00850,0.00094,-0.00094,0,1,,,,,0,,,,,0,0,0,03h19m55.65s,-43d04m11.2s,49.981876,0.000001,-43.069782,0.000001,3,6.06,0.02,-0.02,0,2,4.270,,0,0,,,,,0,,,,,0,,,,,0,HD 20794,HIP 15510
HD 20794,c,Radial Velocity,3,40.11400000,0.05300000,-0.05300000,0,1,0.203600,0.003400,-0.003400,0,1,0.000000,,,0,1,,,,,0,,,,,0,0.00755,0.00126,-0.00126,0,1,,,,,0,,,,,0,0,0,03h19m55.65s,-43d04m11.2s,49.981876,0.000001,-43.069782,0.000001,3,6.06,0.02,-0.02,0,2,4.270,,0,0,,,,,0,,,,,0,,,,,0,HD 20794,HIP 15510
HD 20794,d,Radial Velocity,3,90.30900000,0.18400000,-0.18400000,0,1,0.349900,0.005900,-0.005900,0,1,0.000000,,,0,1,,,,,0,,,,,0,0.01510,0.00189,-0.00189,0,1,,,,,0,,,,,0,0,0,03h19m55.65s,-43d04m11.2s,49.981876,0.000001,-43.069782,0.000001,3,6.06,0.02,-0.02,0,2,4.270,,0,0,,,,,0,,,,,0,,,,,0,HD 20794,HIP 15510
HD 20781,b,Radial Velocity,2,29.15000000,,,,1,0.169000,,,,1,0.110000,,,,1,,,,,0,,,,,0,0.03790,,,0,1,,,,,0,,,,,0,0,0,03h20m02.94s,-28d47m01.8s,50.012260,0.000002,-28.783834,0.000002,2,35.89,1.52,-1.66,0,1,8.443,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 20781,HIP 15526
HD 20781,c,Radial Velocity,2,85.13100000,,,,1,0.345600,,,,1,0.280000,,,,1,,,,,0,,,,,0,0.04960,,,0,1,,,,,0,,,,,0,0,0,03h20m02.94s,-28d47m01.8s,50.012260,0.000002,-28.783834,0.000002,2,35.89,1.52,-1.66,0,1,8.443,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 20781,HIP 15526
HD 20782,b,Radial Velocity,1,591.90000000,2.80000000,-2.80000000,0,1,1.381000,0.005000,-0.005000,0,1,0.970000,0.010000,-0.010000,0,1,,,,,0,,,,,0,1.90000,0.50000,-0.50000,0,1,,,,,0,,,,,0,0,0,03h20m03.58s,-28d51m14.7s,50.014908,0.000001,-28.854071,0.000002,2,36.02,1.11,-1.18,0,1,7.367,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 20782,HIP 15527
HD 290327,b,Radial Velocity,1,2443.00000000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,2.54000,,,0,1,,,,,0,,,,,0,0,0,05h23m21.56s,-02d16m39.4s,80.839851,0.000003,-2.277619,0.000002,2,54.92,4.02,-4.72,0,1,8.944,0.017,0,0,,,,,0,,,,,0,,,,,0,,HIP 25191
HD 285968,b,Radial Velocity,1,8.78360000,0.00540000,-0.00540000,0,1,0.066000,,,0,1,0.000000,,,0,1,,,,,0,,,,,0,0.02650,,,0,1,,,,,0,,,,,0,0,0,04h42m55.78s,+18d57m29.4s,70.732407,0.000008,18.958172,0.000005,3,9.42,0.22,-0.23,0,1,9.980,0.020,0,0,,,,,0,,,,,0,,,,,0,,HIP 21932
HIP 5158,b,Radial Velocity,2,345.72000000,5.37000000,-5.37000000,0,1,0.890000,,,0,1,0.520000,0.080000,-0.080000,0,1,,,,,0,,,,,0,1.42000,,,0,1,,,,,0,,,,,0,0,0,01h06m02.05s,-22d27m11.4s,16.508533,0.000005,-22.453154,0.000003,2,44.80,3.89,-4.70,0,1,10.167,0.035,0,0,,,,,0,,,,,0,,,,,0,,HIP 5158
