rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbperlim,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxlim,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenlim,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbincllim,pl_orbinclerr1,pl_orbinclerr2,pl_massj,pl_masslim,pl_massjerr1,pl_massjerr2,pl_radj,pl_radlim,pl_radjerr1,pl_radjerr2,pl_dens,pl_denslim,pl_denserr1,pl_denserr2,pl_ttvflag,pl_kepflag,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_lum,st_lumerr,st_lumlim,st_lumblend,pl_eqt,pl_eqtlim,pl_eqterr1,pl_eqterr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_disc,pl_status
68,2MASS J04414489+2301513,b,Imaging,1,,,,,15.000000,0,,,,,,,,,,,7.50000,0,2.50000,-2.50000,,,,,,,,,0,0,70.437073,23.030941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2383.60000,794.50000,-794.50000,,,,2010,3
69,2MASS J07464256+2000321A,b,Imaging,1,4639.15000000,0,25.55000000,-25.55000000,2.897000,0,0.012000,-0.012000,0.487000,0,0.003000,-0.003000,138.200,0,0.500,-0.500,31.44000,0,94.32000,-10.48000,0.970,0,0.060,-0.060,,,,,0,0,116.677345,20.008940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060,0,70,-70,9992.12000,29976.40000,-3330.72000,10.870,0.670,-0.670,2009,3
70,2MASS J12073346-3932539,b,Imaging,1,,,,,46.000000,0,5.000000,-5.000000,,,,,,,,,4.00000,0,1.00000,-1.00000,,,,,,,,,0,0,181.889450,-39.548332,,,,,,,,,,,,,,,,,,,,,,,6.80,M8 V,,0,0,,,,,1150,0,150,-150,1271.00000,318.00000,-318.00000,,,,2004,3
71,2MASS J21402931+1625183A,b,Imaging,1,7336.50000000,0,1934.50000000,-584.00000000,,,,,0.260000,0,0.060000,-0.060000,46.200,0,2.500,-8.700,20.95000,0,83.79000,-20.95000,0.920,0,0.390,-0.360,,,,,0,0,325.122162,16.421759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2075,0,70,-70,6657.48000,26629.91000,-6657.48000,10.310,4.370,-4.040,2009,3
72,2MASS J22062280-2047058A,b,Imaging,1,8679.70000000,0,69.35000000,-69.35000000,,,,,0.000000,0,0.002000,0.000000,44.300,0,0.700,-0.700,31.42000,0,73.32000,-20.95000,1.300,0,0.150,-0.180,,,,,0,0,331.595001,-20.784971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,0,80,-80,9986.21000,23301.17000,-6657.48000,14.570,1.680,-2.020,2009,3
73,BD-17 63,b,Radial Velocity,1,655.60000000,0,0.60000000,-0.60000000,1.340000,0,0.020000,-0.020000,0.540000,0,0.005000,-0.005000,,,,,,,,,,,,,,,,,0,0,7.142942,-16.226345,34.60,1.50,-1.50,0,9.566,0.024,0,0,4714.00,93.00,0,,0.74,0.03,0,,0.69,,0,,,HIP 2247,5.40,K4 V (k),,0,0,-0.678,0.043,0,,,,,,,,,,,,2008,3
74,BD-13 2130,b,Radial Velocity,1,714.30000000,0,5.30000000,-5.30000000,2.100000,0,,,0.210000,0,0.070000,-0.070000,,,,,,,,,,,,,,,,,0,0,114.288492,-13.906663,,,,,9.767,0.018,0,0,,,,,,,,,,,,,,,4.50,G5 IV/V,,0,0,,,,,,,,,,,,,,,2007,3
75,BD-10 3166,b,Radial Velocity,1,3.48777000,0,0.00011000,-0.00011000,0.045200,0,0.002600,-0.002600,0.019000,0,0.023000,-0.023000,,,,,0.45800,0,0.03900,-0.03900,,,,,,,,,0,0,164.619936,-10.770373,,,,,10.080,,0,0,,,,,,,,,,,,,,,5.00,K0 V,,0,0,,,,,,,,,145.56000,12.39500,-12.39500,,,,2000,3
76,BD-08 2823,b,Radial Velocity,2,5.60000000,0,0.02000000,-0.02000000,0.056000,0,0.002000,-0.002000,0.150000,0,0.150000,-0.150000,,,,,,,,,,,,,,,,,0,0,150.198837,-9.516680,42.20,2.90,-2.90,0,9.880,0.043,0,0,4746.00,63.00,0,,0.74,0.07,0,,,,,,,HIP 49067,,,,,,,,,,,,,,,,,,,,2009,3
77,BD-08 2823,c,Radial Velocity,2,237.60000000,0,1.50000000,-1.50000000,0.680000,0,0.020000,-0.020000,0.190000,0,0.090000,-0.090000,,,,,,,,,,,,,,,,,0,0,150.198837,-9.516680,42.20,2.90,-2.90,0,9.880,0.043,0,0,4746.00,63.00,0,,0.74,0.07,0,,,,,,,HIP 49067,,,,,,,,,,,,,,,,,,,,2009,3
78,BD-06 1339,b,Radial Velocity,2,3.87280000,0,0.00040000,-0.00040000,0.042800,0,0.000700,-0.000700,0.000000,0,,,,,,,,,,,,,,,,,,,0,0,88.251183,-5.994844,20.00,1.00,-1.00,0,9.700,0.009,0,0,4324.00,100.00,0,0,0.70,,0,0,,,,,,HIP 27803,5.85,K7/M0 V,,0,0,-1.022,0.043,0,0,,,,,,,,,,,2013,3
79,BD-06 1339,c,Radial Velocity,2,125.94000000,0,0.44000000,-0.44000000,0.435000,0,0.007000,-0.007000,0.310000,0,0.110000,-0.110000,,,,,,,,,,,,,,,,,0,0,88.251183,-5.994844,20.00,1.00,-1.00,0,9.700,0.009,0,0,4324.00,100.00,0,0,0.70,,0,0,,,,,,HIP 27803,5.85,K7/M0 V,,0,0,-1.022,0.043,0,0,,,,,,,,,,,2013,3
80,BD+14 4559,b,Radial Velocity,1,268.94000000,0,0.99000000,-0.99000000,0.777000,0,,,0.290000,0,0.030000,-0.030000,,,,,,,,,,,,,,,,,0,0,318.399963,14.689387,50.00,3.70,-4.40,0,9.630,0.012,0,0,5008.00,20.00,0,,0.86,0.15,0,,0.95,0.20,0,,,HIP 104780,,,,,,-0.320,,0,,,,,,,,,,,,2009,3
81,BD+15 2940,b,Radial Velocity,1,137.48000000,0,0.34000000,-0.34000000,0.539000,0,,,0.260000,0,0.100000,-0.100000,,,,,,,,,,,,,,,,,0,0,240.095566,15.546930,585.00,,,0,9.046,0.021,0,0,4796.00,117.00,0,0,1.10,0.20,0,0,14.70,2.80,0,0,,HIP 78407,5.00,K0,,0,0,2.010,0.750,0,0,,,,,,,,,,,2013,3
82,BD+20 2457,b,Radial Velocity,2,379.63000000,0,2.01000000,-2.01000000,1.450000,0,,,0.150000,0,0.030000,-0.030000,,,,,,,,,,,,,,,,,0,0,154.186905,19.891409,200.00,167.70,-247.60,0,,,,,4137.00,10.00,0,,2.80,1.50,0,,49.00,26.00,0,,,,,,,,,3.170,,0,,,,,,,,,,,,2009,3
83,BD+20 2457,c,Radial Velocity,2,621.99000000,0,10.20000000,-10.20000000,2.010000,0,,,0.180000,0,0.060000,-0.060000,,,,,,,,,,,,,,,,,0,0,154.186905,19.891409,200.00,167.70,-247.60,0,,,,,4137.00,10.00,0,,2.80,1.50,0,,49.00,26.00,0,,,,,,,,,3.170,,0,,,,,,,,,,,,2009,3
84,BD+20 274,b,Radial Velocity,1,578.20000000,0,5.40000000,-5.40000000,1.300000,0,,,0.210000,0,0.060000,-0.060000,,,,,4.20000,0,,,,,,,,,,,0,0,25.920324,21.005314,,,,,,,,,4296.00,10.00,0,,0.80,0.20,0,,17.30,0.90,0,,,,,,,,,1.960,0.180,0,,,,,,1334.80000,,,,,,2012,3
85,BD+48 738,b,Radial Velocity,1,392.60000000,0,5.50000000,-5.50000000,1.000000,0,,,0.200000,0,0.100000,-0.100000,,,,,,,,,,,,,,,,,0,0,40.710224,49.586960,,,,,,,,,4414.00,15.00,0,,0.74,0.39,0,,11.00,1.00,0,,,,,,,,,1.690,0.330,0,,,,,,,,,,,,2011,3
86,CFBDSIR J145829+101343,b,Imaging,1,10037.50000000,0,2737.50000000,-2737.50000000,2.600000,0,0.300000,-0.300000,,,,,,,,,10.50000,0,4.50000,-4.50000,,,,,,,,,0,0,224.620834,10.228611,23.10,2.40,-2.40,0,,,,,580.50,24.50,0,0,0.02,0.01,0,0,,,,,,,,,,,,,,,,370,0,40,-40,3337.10000,1430.20000,-1430.20000,,,,2011,3
87,CHXR 73,b,Imaging,1,,,,,210.000000,0,,,,,,,,,,,12.56900,0,8.37900,-5.23700,,,,,,,,,0,0,166.619888,-77.625877,,,,,,,,,,,,,0.35,,0,0,,,,,,,6.35,M3.5,,0,0,,,,,,,,,3994.48600,2662.99100,-1664.36900,,,,2006,3
88,CoRoT-1,b,Transit,1,1.50895570,0,0.00000640,-0.00000640,,,,,0.000000,0,,,85.100,0,0.500,-0.500,1.03000,0,0.12000,-0.12000,1.490,0,0.080,-0.080,0.38000,0,0.05000,-0.05000,0,0,102.079887,-3.102147,,,,,,,,,5950.00,150.00,0,,0.95,0.15,0,,1.11,0.05,0,,,,,,,,,,,,,1898,0,50,-50,327.35000,38.14000,-38.14000,16.700,0.900,-0.900,2008,3
89,CoRoT-2,b,Transit,1,1.74299350,0,0.00000100,-0.00000100,0.027980,0,0.000760,-0.000800,0.014300,0,0.007700,-0.007600,88.080,0,0.180,-0.160,3.47000,0,0.22000,-0.22000,1.466,0,0.042,-0.044,1.47000,0,0.08000,-0.07400,0,0,291.777069,1.383714,,,,,,,,,5625.00,120.00,0,,0.97,0.06,0,,0.90,0.02,0,,,,,,,,,,,,,,,,,1102.82000,69.92000,-69.92000,16.432,0.471,-0.493,2008,3
90,CoRoT-3,b,Transit,1,4.25680000,0,0.00000500,-0.00000500,,,,,0.000000,0,,,85.900,0,0.800,-0.800,21.66000,0,1.00000,-1.00000,1.010,0,0.070,-0.070,26.40000,0,5.60000,-5.60000,0,0,292.055267,0.121820,680.00,160.00,-160.00,0,,,,,6740.00,140.00,0,,1.37,0.09,0,,1.56,0.09,0,,,,,,,,,,,,,,,,,6883.91000,317.80000,-317.80000,11.320,0.780,-0.780,2008,3
91,CoRoT-4,b,Transit,1,9.20205000,0,0.00037000,-0.00037000,0.090000,0,0.001000,-0.001000,0.000000,0,0.100000,-0.100000,90.000,0,0.000,-0.085,0.72000,0,0.08000,-0.08000,1.190,0,0.060,-0.050,0.52500,0,0.15000,-0.15000,0,0,102.194664,-0.672774,,,,,,,,,6190.00,60.00,0,,1.16,0.03,0,,1.17,0.03,0,,,,,,,,,,,,,1074,0,19,-19,228.83000,25.43000,-25.43000,13.340,0.670,-0.560,2008,3
92,CoRoT-5,b,Transit,1,4.03789620,0,0.00000190,-0.00000190,0.049470,0,0.000260,-0.000290,0.090000,0,0.090000,-0.040000,85.830,0,0.990,-1.380,0.46700,0,0.04700,-0.02400,1.388,0,0.046,-0.047,0.21700,0,0.03100,-0.02500,0,0,101.277254,0.815239,,,,,,,,,6100.00,65.00,0,,1.00,0.02,0,,1.19,0.04,0,,,,,,,,,,,,,1438,0,39,-39,148.42000,14.93700,-7.62800,15.558,0.516,-0.527,2009,3
93,CoRoT-6,b,Transit,1,8.88659300,0,0.00000400,-0.00000400,0.085500,0,0.001500,-0.001500,0.100000,1,,,89.070,0,0.300,-0.300,2.96000,0,0.34000,-0.34000,1.166,0,0.035,-0.035,2.32000,0,0.31000,-0.31000,0,0,281.072525,6.663194,,,,,,,,,6090.00,50.00,0,,1.05,0.05,0,,1.02,0.03,0,,,,,,,,,,,,,1017,0,19,-19,940.74000,108.06000,-108.06000,13.068,0.392,-0.392,2009,3
94,CoRoT-7,b,Transit,2,0.85358500,0,0.00002400,-0.00002400,0.017200,0,0.000290,-0.000290,0.000000,0,,,80.100,0,0.300,-0.300,0.01500,0,0.00300,-0.00300,0.150,0,0.008,-0.008,5.60000,0,1.30000,-1.30000,0,0,100.956125,-1.063033,150.00,20.00,-20.00,0,,,,,5275.00,75.00,0,,0.93,0.03,0,,0.87,0.04,0,,,,,,,,,,,,,,,,,4.80000,0.80000,-0.80000,1.680,0.090,-0.090,2009,3
95,CoRoT-7,c,Radial Velocity,2,3.69800000,0,0.00300000,-0.00300000,0.046000,0,,,0.000000,0,,,,,,,0.02600,0,0.00300,-0.00300,,,,,,,,,0,0,100.956125,-1.063033,150.00,20.00,-20.00,0,,,,,5275.00,75.00,0,,0.93,0.03,0,,0.87,0.04,0,,,,,,,,,,,,,,,,,8.40000,0.90000,-0.90000,,,,2009,3
96,CoRoT-8,b,Transit,1,6.21229000,0,0.00003000,-0.00003000,0.063000,0,0.001000,-0.001000,0.000000,0,,,88.400,0,0.100,-0.100,0.22000,0,0.03000,-0.03000,0.570,0,0.020,-0.020,1.60000,0,0.10000,-0.10000,0,0,291.588531,1.426452,380.00,30.00,-30.00,0,,,,,5080.00,80.00,0,,0.88,0.04,0,,0.77,0.02,0,,,,,,,,,,,,,,,,,69.92000,9.53000,-9.53000,6.390,0.220,-0.220,2010,3
97,CoRoT-9,b,Transit,1,95.27380000,0,0.00140000,-0.00140000,0.407000,0,0.005000,-0.005000,0.110000,0,0.040000,-0.040000,89.990,0,0.010,-0.040,0.84000,0,0.07000,-0.07000,1.050,0,0.040,-0.040,0.90000,0,0.13000,-0.13000,0,0,280.786713,6.204172,460.00,,,0,,,,,5625.00,80.00,0,,0.99,0.04,0,,0.94,0.04,0,,,,,,,,,,,,,,,,,266.97000,22.25000,-22.25000,11.770,0.450,-0.450,2009,3
98,CoRoT-10,b,Transit,1,13.24060000,0,0.00020000,-0.00020000,0.105500,0,0.002100,-0.002100,0.530000,0,0.040000,-0.040000,88.550,0,0.200,-0.200,2.75000,0,0.16000,-0.16000,0.970,0,0.070,-0.070,3.70000,0,0.83000,-0.83000,0,0,291.063721,0.746143,345.00,70.00,-70.00,0,,,,,5075.00,75.00,0,,0.89,0.05,0,,0.79,0.05,0,,,,,,,,,,,,,600,0,23,-23,874.00000,50.85000,-50.85000,10.870,0.780,-0.780,2010,3
99,CoRoT-11,b,Transit,1,2.99433000,0,0.00001100,-0.00001100,0.043600,0,0.005000,-0.005000,0.000000,0,,,83.170,0,0.150,-0.150,2.33000,0,0.34000,-0.34000,1.430,0,0.030,-0.030,0.99000,0,0.15000,-0.15000,0,0,280.687256,5.937688,560.00,30.00,-30.00,0,,,,,6440.00,120.00,0,,1.27,0.05,0,,1.37,0.03,0,,,,,,,,,,,,,1657,0,55,-55,740.51000,108.06000,-108.06000,16.030,0.340,-0.340,2010,3
100,CoRoT-12,b,Transit,1,2.82804200,0,0.00001300,-0.00001300,0.040160,0,0.000930,-0.000920,0.070000,0,0.063000,-0.042000,85.480,0,0.720,-0.770,0.91700,0,0.07000,-0.06500,1.440,0,0.130,-0.130,0.41100,0,0.12900,-0.09400,0,0,100.765678,-1.296439,1150.00,85.00,-85.00,0,,,,,5675.00,80.00,0,,1.08,0.08,0,,1.12,0.10,0,,,,,,,,,,,,,1442,0,58,-58,291.43800,22.24700,-20.65800,16.140,1.460,-1.460,2010,3
101,CoRoT-13,b,Transit,1,4.03519000,0,0.00003000,-0.00003000,0.051000,0,0.003100,-0.003100,0.000000,0,,,88.020,0,0.340,-0.360,1.30800,0,0.06600,-0.06600,0.885,0,0.014,-0.014,2.34000,0,0.23000,-0.23000,0,0,102.721138,-5.086445,1060.00,100.00,-100.00,0,,,,,5945.00,90.00,0,,1.09,0.02,0,,1.01,0.03,0,,,,,,,,,,,,,1700,0,,,415.70400,20.97600,-20.97600,9.920,0.157,-0.157,2010,3
102,CoRoT-14,b,Transit,1,1.51214000,0,0.00013000,-0.00013000,0.027000,0,0.002000,-0.002000,0.000000,0,,,79.600,0,0.800,-0.800,7.60000,0,0.60000,-0.60000,1.090,0,0.070,-0.070,7.30000,0,1.50000,-1.50000,0,0,103.424210,-5.536037,1340.00,100.00,-100.00,0,,,,,6035.00,100.00,0,,1.13,0.09,0,,1.21,0.08,0,,,,,,,,,,,,,1952,0,66,-66,2415.40000,190.70000,-190.70000,12.220,0.780,-0.780,2010,3
103,CoRoT-16,b,Transit,1,5.35227000,0,0.00020000,-0.00020000,0.061800,0,0.001500,-0.001500,0.330000,0,0.090000,-0.100000,85.010,0,0.940,-1.200,0.53500,0,0.08500,-0.08300,1.170,0,0.160,-0.140,0.44000,0,0.21000,-0.14000,0,0,278.524689,-6.002595,840.00,90.00,-90.00,0,,,,,5650.00,100.00,0,,1.10,0.08,0,,1.19,0.14,0,,,,,,,,,,,,,,,,,170.03200,27.01400,-26.37900,13.110,1.790,-1.570,2011,3
104,CoRoT-17,b,Transit,1,3.76810000,0,0.00030000,-0.00030000,0.046100,0,0.000800,-0.000800,0.000000,0,,,88.340,0,1.540,-1.540,2.43000,0,0.30000,-0.30000,1.020,0,0.070,-0.070,2.82000,0,0.38000,-0.38000,0,0,278.699249,-6.612234,920.00,50.00,-50.00,0,,,,,5740.00,80.00,0,,1.04,0.10,0,,1.59,0.07,0,,,,,,,,,0.393,,0,,1626,0,31,-31,772.29000,95.34000,-95.34000,11.430,0.780,-0.780,2011,3
105,CoRoT-18,b,Transit,1,1.90006930,0,0.00000280,-0.00000280,0.029500,0,0.001600,-0.001600,0.080000,1,,,86.500,0,1.400,-0.900,3.47000,0,0.38000,-0.38000,1.310,0,0.180,-0.180,2.20000,0,0.80000,-0.80000,0,0,98.172409,-0.031586,870.00,90.00,-90.00,0,,,,,5440.00,100.00,0,,0.95,0.15,0,,1.00,0.13,0,,,,,,,,,,,,,1550,0,90,-90,1102.82000,120.77000,-120.77000,14.680,2.020,-2.020,2011,3
106,CoRoT-19,b,Transit,1,3.89713000,0,0.00002000,-0.00002000,0.051800,0,0.000800,-0.000800,0.047000,0,0.045000,-0.045000,88.000,0,0.700,-0.700,1.11000,0,0.06000,-0.06000,1.290,0,0.030,-0.030,0.71000,0,0.06000,-0.06000,0,0,97.033585,-0.170681,770.00,160.00,-160.00,0,,,,,6090.00,70.00,0,,1.21,0.05,0,,1.65,0.04,0,,,,,,,,,0.544,0.026,0,,2000,0,150,-150,352.78000,19.07000,-19.07000,14.460,0.340,-0.340,2011,3
107,CoRoT-20,b,Transit,1,9.24285000,0,0.00030000,-0.00030000,0.090200,0,0.002100,-0.002100,0.562000,0,0.013000,-0.013000,88.210,0,0.530,-0.530,4.24000,0,0.23000,-0.23000,0.840,0,0.040,-0.040,8.87000,0,1.10000,-1.10000,0,0,97.720406,0.226919,1230.00,120.00,-120.00,0,,,,,5880.00,90.00,0,,1.14,0.08,0,,1.02,0.05,0,,,,,,,,,,,,,1002,0,24,-24,1347.54000,73.10000,-73.10000,9.420,0.450,-0.450,2011,3
108,CoRoT-23,b,Transit,1,3.63130000,0,0.00010000,-0.00010000,0.048000,0,0.004000,-0.004000,0.160000,0,0.020000,-0.020000,85.700,0,2.600,-1.500,2.80000,0,0.30000,-0.30000,1.050,0,0.130,-0.130,3.00000,0,1.10000,-1.10000,0,0,279.782623,4.357806,600.00,50.00,-50.00,0,,,,,5900.00,100.00,0,,1.14,0.08,0,,1.61,0.18,0,,,,,,,,,,,,,1660,0,,,889.90000,95.30000,-95.30000,11.770,1.460,-1.460,2011,3
109,DENIS-P J082303.1-491201,b,Astrometry,1,246.36000000,0,1.38000000,-1.35000000,0.360000,0,0.010000,-0.010000,0.345000,0,0.068000,-0.064000,56.600,0,1.900,-2.100,28.50000,0,1.90000,-1.90000,,,,,,,,,0,0,125.763046,-49.200359,20.77,0.08,-0.08,0,,,,,,,,,0.07,0.01,0,0,,,,,,,7.15,L1.5,,0,0,,,,,,,,,9057.77000,603.85000,-603.85000,,,,2013,3
110,GJ 86,b,Radial Velocity,1,15.76491000,0,0.00039000,-0.00039000,0.113000,0,0.006500,-0.006500,0.041600,0,0.007200,-0.007200,,,,,,,,,,,,,,,,,0,0,32.608059,-50.823723,10.90,,,0,6.120,,0,0,5151.00,,0,,0.77,,0,,,,,,HD 13445,HIP 10138,5.10,K1 V,,0,0,-0.569,,0,,,,,,,,,,,,1999,3
111,GJ 163,b,Radial Velocity,3,8.63100000,0,0.00100000,-0.00100000,0.061000,0,,,0.110000,0,0.040000,-0.040000,,,,,,,,,,,,,,,,,0,0,62.315273,-53.373699,15.00,0.40,-0.40,0,11.810,0.014,0,0,3500.00,100.00,0,0,0.40,0.02,0,0,,,,,,HIP 19394,6.35,M3.5 V,,0,0,-1.708,0.022,0,0,,,,,,,,,,,2013,3
112,GJ 163,c,Radial Velocity,3,25.60000000,0,0.02000000,-0.02000000,0.130000,0,,,0.080000,0,0.080000,-0.080000,,,,,,,,,,,,,,,,,0,0,62.315273,-53.373699,15.00,0.40,-0.40,0,11.810,0.014,0,0,3500.00,100.00,0,0,0.40,0.02,0,0,,,,,,HIP 19394,6.35,M3.5 V,,0,0,-1.708,0.022,0,0,,,,,,,,,,,2013,3
113,GJ 163,d,Radial Velocity,3,603.00000000,0,12.00000000,-12.00000000,1.000000,0,,,0.410000,0,0.070000,-0.070000,,,,,,,,,,,,,,,,,0,0,62.315273,-53.373699,15.00,0.40,-0.40,0,11.810,0.014,0,0,3500.00,100.00,0,0,0.40,0.02,0,0,,,,,,HIP 19394,6.35,M3.5 V,,0,0,-1.708,0.022,0,0,,,,,,,,,,,2013,3
114,GJ 179,b,Radial Velocity,1,2288.00000000,0,59.00000000,-59.00000000,2.410000,0,0.040000,-0.040000,0.210000,0,0.080000,-0.080000,,,,,,,,,,,,,,,,,0,0,73.023865,6.476539,12.30,0.60,-0.60,0,12.000,0.025,0,0,3370.00,100.00,0,,0.36,0.03,0,,0.38,0.02,0,,,HIP 22627,6.35,M3.5,,0,0,-1.796,0.352,0,,,,,,,,,,,,2009,3
115,GJ 317,b,Radial Velocity,2,692.00000000,0,2.00000000,-2.00000000,1.150000,0,0.050000,-0.050000,0.110000,0,0.050000,-0.050000,45.000,0,30.000,-10.000,2.50000,0,0.70000,-0.40000,,,,,,,,,0,0,130.246735,-23.456289,15.10,0.22,-0.22,0,11.970,0.014,0,0,3510.00,50.00,0,,0.42,0.05,0,,,,,,,,6.35,M3.5 V,,0,0,,,,,,,,,794.50000,222.50000,-127.10000,,,,2007,3
116,GJ 317,c,Radial Velocity,2,7100.00000000,0,8000.00000000,-1500.00000000,5.500000,0,,,0.000000,0,,,,,,,,,,,,,,,,,,,0,0,130.246735,-23.456289,15.10,0.22,-0.22,0,11.970,0.014,0,0,3510.00,50.00,0,,0.42,0.05,0,,,,,,,,6.35,M3.5 V,,0,0,,,,,,,,,,,,,,,2011,3
117,GJ 328,b,Radial Velocity,1,4100.00000000,0,300.00000000,-300.00000000,4.500000,0,0.200000,-0.200000,0.370000,0,0.050000,-0.050000,,,,,,,,,,,,,,,,,0,0,133.781754,1.546508,20.03,0.85,-0.92,0,9.970,0.009,0,0,3900.00,100.00,0,0,0.69,0.05,0,0,,,,,,HIP 43790,6.10,M1,,0,0,,,,,,,,,,,,,,,2013,3
118,GJ 433,b,Radial Velocity,1,7.37090000,0,0.00080000,-0.00080000,0.058000,0,,,0.080000,0,0.080000,-0.080000,,,,,,,,,,,,,,,,,0,0,173.862289,-32.539970,9.00,0.10,-0.10,0,9.806,0.015,0,0,3600.00,,0,,0.48,,0,,,,,,,HIP 56528,6.15,M1.5,,0,0,-1.469,,0,,,,,,,,,,,,2011,3
119,GJ 436,b,Radial Velocity,1,2.64385000,0,,,0.028720,0,0.000290,-0.000260,,,,,86.360,0,0.160,-0.170,0.07290,0,0.00250,-0.00250,0.377,0,0.008,-0.009,1.69000,0,0.14000,-0.12000,0,0,175.546219,26.706570,10.20,0.20,-0.20,0,10.650,0.020,0,0,3350.00,300.00,0,,0.46,0.05,0,,0.45,0.03,0,,,HIP 57087,6.30,M3 V,,0,0,-1.585,0.029,0,,649,0,60,-60,23.16880,0.79450,-0.79450,4.222,0.092,-0.103,2004,3
120,GJ 504,b,Imaging,1,,,,,43.500000,0,,,,,,,,,,,4.00000,0,4.50000,-1.00000,,,,,,,,,0,0,199.193817,9.424156,17.95,0.27,-0.28,0,5.220,,0,0,6234.00,25.00,0,0,1.22,0.08,0,0,,,,,HD 115383,HIP 64792,4.00,G0 V,,0,0,0.332,0.032,0,0,510,0,30,-20,1271.30000,1430.20000,-317.80000,,,,2013,3
121,GJ 581,b,Radial Velocity,4,5.36865000,0,0.00009000,-0.00009000,0.041000,0,,,0.031000,0,0.014000,-0.014000,,,,,,,,,,,,,,,,,0,0,229.861771,-7.722280,6.21,0.10,-0.10,0,10.560,0.011,0,0,,,,,0.31,0.02,0,,0.29,,0,,,HIP 74995,6.25,M2.5 V,,0,0,-1.886,,0,,,,,,,,,,,,2005,3
122,GJ 581,c,Radial Velocity,4,12.91820000,0,0.00220000,-0.00220000,0.073000,0,,,0.070000,0,0.060000,-0.060000,,,,,,,,,,,,,,,,,0,0,229.861771,-7.722280,6.21,0.10,-0.10,0,10.560,0.011,0,0,,,,,0.31,0.02,0,,0.29,,0,,,HIP 74995,6.25,M2.5 V,,0,0,-1.886,,0,,,,,,,,,,,,2005,3
123,GJ 581,d,Radial Velocity,4,66.64000000,0,0.08000000,-0.08000000,0.220000,0,,,0.250000,0,0.090000,-0.090000,,,,,,,,,,,,,,,,,0,0,229.861771,-7.722280,6.21,0.10,-0.10,0,10.560,0.011,0,0,,,,,0.31,0.02,0,,0.29,,0,,,HIP 74995,6.25,M2.5 V,,0,0,-1.886,,0,,,,,,,,,,,,2005,3
124,GJ 581,e,Radial Velocity,4,3.14945000,0,0.00017000,-0.00017000,0.028000,0,,,0.320000,0,0.090000,-0.090000,,,,,,,,,,,,,,,,,0,0,229.861771,-7.722280,6.21,0.10,-0.10,0,10.560,0.011,0,0,,,,,0.31,0.02,0,,0.29,,0,,,HIP 74995,6.25,M2.5 V,,0,0,-1.886,,0,,,,,,,,,,,,2005,3
125,GJ 649,b,Radial Velocity,1,598.30000000,0,4.20000000,-4.20000000,1.135000,0,0.035000,-0.035000,0.300000,0,0.080000,-0.080000,,,,,,,,,,,,,,,,,0,0,254.536880,25.744160,10.34,0.15,-0.15,0,9.690,0.020,0,0,3700.00,60.00,0,,0.54,0.05,0,,,,,,,HIP 83043,6.10,M1,,0,0,,,,,,,,,,,,,,,2009,3
126,GJ 667C,b,Radial Velocity,6,7.20040000,0,0.00170000,-0.00170000,0.050500,0,0.004400,-0.005300,0.130000,0,0.100000,-0.110000,,,,,,,,,,,,,,,,,0,0,259.745087,-34.996826,6.80,,,0,,,,,3350.00,50.00,0,0,0.33,0.02,0,0,,,,,,,6.15,M1.5 V,,0,0,-1.863,0.028,0,0,,,,,,,,,,,2011,3
127,GJ 667C,c,Radial Velocity,6,28.14000000,0,0.05300000,-0.06500000,0.125000,0,0.012000,-0.013000,0.020000,0,0.150000,-0.020000,,,,,,,,,,,,,,,,,0,0,259.745087,-34.996826,6.80,,,0,,,,,3350.00,50.00,0,0,0.33,0.02,0,0,,,,,,,6.15,M1.5 V,,0,0,-1.863,0.028,0,0,,,,,,,,,,,2011,3
128,GJ 667C,d,Radial Velocity,6,91.61000000,0,0.81000000,-0.89000000,0.276000,0,0.024000,-0.030000,0.030000,0,0.200000,-0.030000,,,,,,,,,,,,,,,,,0,0,259.745087,-34.996826,6.80,,,0,,,,,3350.00,50.00,0,0,0.33,0.02,0,0,,,,,,,6.15,M1.5 V,,0,0,-1.863,0.028,0,0,,,,,,,,,,,2013,3
